web-scraper-order,web-scraper-start-url,urls,urls-href
"1756773286-130","https://www.citgolubes.com/PI-SDS.do","English","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=633603001_US_EN"
"1756773286-131","https://www.citgolubes.com/PI-SDS.do","Español","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=633603001_MX_ES"
"1756773286-132","https://www.citgolubes.com/PI-SDS.do","English","http://www.docs.citgo.com/msds_pi/C10210.pdf"
"1756773286-133","https://www.citgolubes.com/PI-SDS.do","English","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=633625001_US_EN"
"1756773286-134","https://www.citgolubes.com/PI-SDS.do","Español","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=633625001_MX_ES"
"1756773286-135","https://www.citgolubes.com/PI-SDS.do","English","http://www.docs.citgo.com/msds_pi/C10083.pdf"
"1756773286-136","https://www.citgolubes.com/PI-SDS.do","English","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=637130001_US_EN"
"1756773286-137","https://www.citgolubes.com/PI-SDS.do","Español","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=637130001_MX_ES"
"1756773286-138","https://www.citgolubes.com/PI-SDS.do","English","http://www.docs.citgo.com/msds_pi/C10069.pdf"
"1756773286-139","https://www.citgolubes.com/PI-SDS.do","English","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=632210001_US_EN"
"1756773286-140","https://www.citgolubes.com/PI-SDS.do","Español","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=632210001_MX_ES"
"1756773286-141","https://www.citgolubes.com/PI-SDS.do","English","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=632032001_US_EN"
"1756773286-142","https://www.citgolubes.com/PI-SDS.do","Español","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=632032001_MX_ES"
"1756773286-143","https://www.citgolubes.com/PI-SDS.do","English","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=632057001_US_EN"
"1756773286-144","https://www.citgolubes.com/PI-SDS.do","Español","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=632057001_MX_ES"
"1756773286-145","https://www.citgolubes.com/PI-SDS.do","English","http://www.docs.citgo.com/msds_pi/C10235.pdf"
"1756773286-146","https://www.citgolubes.com/PI-SDS.do","English","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=632056001_US_EN"
"1756773286-147","https://www.citgolubes.com/PI-SDS.do","Español","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=632056001_MX_ES"
"1756773286-148","https://www.citgolubes.com/PI-SDS.do","English","http://www.docs.citgo.com/msds_pi/C10197.pdf"
"1756773286-149","https://www.citgolubes.com/PI-SDS.do","English","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=632090001_US_EN"
"1756773286-150","https://www.citgolubes.com/PI-SDS.do","Español","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=632090001_MX_ES"
"1756773286-151","https://www.citgolubes.com/PI-SDS.do","English","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=632085001_US_EN"
"1756773286-152","https://www.citgolubes.com/PI-SDS.do","Español","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=632085001_MX_ES"
"1756773286-153","https://www.citgolubes.com/PI-SDS.do","English","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=632091001_US_EN"
"1756773286-154","https://www.citgolubes.com/PI-SDS.do","Español","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=632091001_MX_ES"
"1756773286-155","https://www.citgolubes.com/PI-SDS.do","English","http://www.docs.citgo.com/msds_pi/C10071.pdf"
"1756773286-156","https://www.citgolubes.com/PI-SDS.do","English","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=632047001_US_EN"
"1756773286-157","https://www.citgolubes.com/PI-SDS.do","Español","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=632047001_MX_ES"
"1756773286-158","https://www.citgolubes.com/PI-SDS.do","English","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=632045001_US_EN"
"1756773286-159","https://www.citgolubes.com/PI-SDS.do","Español","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=632045001_MX_ES"
"1756773286-160","https://www.citgolubes.com/PI-SDS.do","English","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=632046001_US_EN"
"1756773286-161","https://www.citgolubes.com/PI-SDS.do","Español","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=632046001_MX_ES"
"1756773286-162","https://www.citgolubes.com/PI-SDS.do","English","http://www.docs.citgo.com/msds_pi/C10066.pdf"
"1756773286-163","https://www.citgolubes.com/PI-SDS.do","English","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=632033001_US_EN"
"1756773286-164","https://www.citgolubes.com/PI-SDS.do","Español","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=632033001_MX_ES"
"1756773286-165","https://www.citgolubes.com/PI-SDS.do","English","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=632034001_US_EN"
"1756773286-166","https://www.citgolubes.com/PI-SDS.do","Español","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=632034001_MX_ES"
"1756773286-167","https://www.citgolubes.com/PI-SDS.do","English","http://www.docs.citgo.com/msds_pi/C10274.pdf"
"1756773286-168","https://www.citgolubes.com/PI-SDS.do","English","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=632042001_US_EN"
"1756773286-169","https://www.citgolubes.com/PI-SDS.do","Español","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=632042001_MX_ES"
"1756773286-170","https://www.citgolubes.com/PI-SDS.do","English","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=632043001_US_EN"
"1756773286-171","https://www.citgolubes.com/PI-SDS.do","Español","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=632043001_MX_ES"
"1756773286-172","https://www.citgolubes.com/PI-SDS.do","English","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=632040001_US_EN"
"1756773286-173","https://www.citgolubes.com/PI-SDS.do","Español","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=632040001_MX_ES"
"1756773286-174","https://www.citgolubes.com/PI-SDS.do","English","http://www.docs.citgo.com/msds_pi/C10182.pdf"
"1756773286-175","https://www.citgolubes.com/PI-SDS.do","English","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=632051001_US_EN"
"1756773286-176","https://www.citgolubes.com/PI-SDS.do","Español","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=632051001_MX_ES"
"1756773286-177","https://www.citgolubes.com/PI-SDS.do","English","http://www.docs.citgo.com/msds_pi/C10092.pdf"
"1756773286-178","https://www.citgolubes.com/PI-SDS.do","English","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=632515001_US_EN"
"1756773286-179","https://www.citgolubes.com/PI-SDS.do","Español","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=632515001_MX_ES"
"1756773286-180","https://www.citgolubes.com/PI-SDS.do","English","http://www.docs.citgo.com/msds_pi/C10242.pdf"
"1756773286-181","https://www.citgolubes.com/PI-SDS.do","English","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=633313001_US_EN"
"1756773286-182","https://www.citgolubes.com/PI-SDS.do","Español","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=633313001_MX_ES"
"1756773286-183","https://www.citgolubes.com/PI-SDS.do","English","http://www.docs.citgo.com/msds_pi/C10012.pdf"
"1756773286-184","https://www.citgolubes.com/PI-SDS.do","English","https://www.docs.citgo.com/msds_pi/631310001.pdf"
"1756773286-185","https://www.citgolubes.com/PI-SDS.do","Español","https://www.docs.citgo.com/msds_pi/631310001-s.pdf"
"1756773286-186","https://www.citgolubes.com/PI-SDS.do","English","https://www.docs.citgo.com/msds_pi/631320001.pdf"
"1756773286-187","https://www.citgolubes.com/PI-SDS.do","Español","https://www.docs.citgo.com/msds_pi/631320001-s.pdf"
"1756773286-188","https://www.citgolubes.com/PI-SDS.do","English","http://www.docs.citgo.com/msds_pi/C10148.pdf"
"1756773286-189","https://www.citgolubes.com/PI-SDS.do","English","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=632493001_US_EN"
"1756773286-190","https://www.citgolubes.com/PI-SDS.do","Español","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=632493001_MX_ES"
"1756773286-191","https://www.citgolubes.com/PI-SDS.do","English","http://www.docs.citgo.com/msds_pi/C10011.pdf"
"1756773286-192","https://www.citgolubes.com/PI-SDS.do","English","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=631502001_US_EN"
"1756773286-193","https://www.citgolubes.com/PI-SDS.do","Español","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=631502001_MX_ES"
"1756773286-194","https://www.citgolubes.com/PI-SDS.do","English","http://www.docs.citgo.com/msds_pi/C10223.pdf"
"1756773286-195","https://www.citgolubes.com/PI-SDS.do","English","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=620883001_US_EN"
"1756773286-196","https://www.citgolubes.com/PI-SDS.do","Español","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=620883001_MX_ES"
"1756773286-197","https://www.citgolubes.com/PI-SDS.do","English","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=620884001_US_EN"
"1756773286-198","https://www.citgolubes.com/PI-SDS.do","Español","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=620884001_MX_ES"
"1756773286-199","https://www.citgolubes.com/PI-SDS.do","English","http://www.docs.citgo.com/msds_pi/C10002.pdf"
"1756773286-200","https://www.citgolubes.com/PI-SDS.do","English","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=620802001_US_EN"
"1756773286-201","https://www.citgolubes.com/PI-SDS.do","Español","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=620802001_MX_ES"
"1756773286-202","https://www.citgolubes.com/PI-SDS.do","English","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=620805001_US_EN"
"1756773286-203","https://www.citgolubes.com/PI-SDS.do","Español","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=620805001_MX_ES"
"1756773286-204","https://www.citgolubes.com/PI-SDS.do","English","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=620813001_US_EN"
"1756773286-205","https://www.citgolubes.com/PI-SDS.do","Español","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=620813001_MX_ES"
"1756773286-206","https://www.citgolubes.com/PI-SDS.do","English","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=620814001_US_EN"
"1756773286-207","https://www.citgolubes.com/PI-SDS.do","Español","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=620814001_MX_ES"
"1756773286-208","https://www.citgolubes.com/PI-SDS.do","English","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=620825001_US_EN"
"1756773286-209","https://www.citgolubes.com/PI-SDS.do","Español","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=620825001_MX_ES"
"1756773286-210","https://www.citgolubes.com/PI-SDS.do","English","http://www.docs.citgo.com/msds_pi/C10002.pdf"
"1756773286-211","https://www.citgolubes.com/PI-SDS.do","English","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=620903001_US_EN"
"1756773286-212","https://www.citgolubes.com/PI-SDS.do","Español","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=620903001_MX_ES"
"1756773286-213","https://www.citgolubes.com/PI-SDS.do","English","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=620904001_US_EN"
"1756773286-214","https://www.citgolubes.com/PI-SDS.do","Español","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=620904001_MX_ES"
"1756773286-215","https://www.citgolubes.com/PI-SDS.do","English","http://www.docs.citgo.com/msds_pi/C10200.pdf"
"1756773286-216","https://www.citgolubes.com/PI-SDS.do","English","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=620854001_US_EN"
"1756773286-217","https://www.citgolubes.com/PI-SDS.do","Español","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=620854001_MX_ES"
"1756773286-218","https://www.citgolubes.com/PI-SDS.do","English","http://www.docs.citgo.com/msds_pi/C10144.pdf"
"1756773286-219","https://www.citgolubes.com/PI-SDS.do","English","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=620858001_US_EN"
"1756773286-220","https://www.citgolubes.com/PI-SDS.do","Español","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=620858001_MX_ES"
"1756773286-221","https://www.citgolubes.com/PI-SDS.do","English","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=620860001_US_EN"
"1756773286-222","https://www.citgolubes.com/PI-SDS.do","Español","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=620860001_MX_ES"
"1756773286-223","https://www.citgolubes.com/PI-SDS.do","English","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=620859001_US_EN"
"1756773286-224","https://www.citgolubes.com/PI-SDS.do","Español","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=620859001_MX_ES"
"1756773286-225","https://www.citgolubes.com/PI-SDS.do","English","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=620861001_US_EN"
"1756773286-226","https://www.citgolubes.com/PI-SDS.do","Español","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=620861001_MX_ES"
"1756773286-227","https://www.citgolubes.com/PI-SDS.do","English","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=620863001_US_EN"
"1756773286-228","https://www.citgolubes.com/PI-SDS.do","Español","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=620863001_MX_ES"
"1756773286-229","https://www.citgolubes.com/PI-SDS.do","English","http://www.docs.citgo.com/msds_pi/C10124.pdf"
"1756773286-230","https://www.citgolubes.com/PI-SDS.do","English","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=620891001_US_EN"
"1756773286-231","https://www.citgolubes.com/PI-SDS.do","Español","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=620891001_MX_ES"
"1756773286-232","https://www.citgolubes.com/PI-SDS.do","English","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=620892001_US_EN"
"1756773286-233","https://www.citgolubes.com/PI-SDS.do","Español","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=620892001_MX_ES"
"1756773286-234","https://www.citgolubes.com/PI-SDS.do","English","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=620893001_US_EN"
"1756773286-235","https://www.citgolubes.com/PI-SDS.do","Español","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=620893001_MX_ES"
"1756773286-236","https://www.citgolubes.com/PI-SDS.do","English","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=620894001_US_EN"
"1756773286-237","https://www.citgolubes.com/PI-SDS.do","Español","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=620894001_MX_ES"
"1756773286-238","https://www.citgolubes.com/PI-SDS.do","English","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=620898001_US_EN"
"1756773286-239","https://www.citgolubes.com/PI-SDS.do","Español","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=620898001_MX_ES"
"1756773286-240","https://www.citgolubes.com/PI-SDS.do","English","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=620899001_US_EN"
"1756773286-241","https://www.citgolubes.com/PI-SDS.do","Español","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=620899001_MX_ES"
"1756773286-242","https://www.citgolubes.com/PI-SDS.do","English","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=620900001_US_EN"
"1756773286-243","https://www.citgolubes.com/PI-SDS.do","Español","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=620900001_MX_ES"
"1756773286-244","https://www.citgolubes.com/PI-SDS.do","English","http://www.docs.citgo.com/msds_pi/C10015.pdf"
"1756773286-245","https://www.citgolubes.com/PI-SDS.do","English","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=631809001_US_EN"
"1756773286-246","https://www.citgolubes.com/PI-SDS.do","Español","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=631809001_MX_ES"
"1756773286-247","https://www.citgolubes.com/PI-SDS.do","English","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=631814001_US_EN"
"1756773286-248","https://www.citgolubes.com/PI-SDS.do","Español","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=631814001_MX_ES"
"1756773286-249","https://www.citgolubes.com/PI-SDS.do","English","http://www.docs.citgo.com/msds_pi/C10019.pdf"
"1756773286-250","https://www.citgolubes.com/PI-SDS.do","English","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=633105001_US_EN"
"1756773286-251","https://www.citgolubes.com/PI-SDS.do","Español","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=633105001_MX_ES"
"1756773286-252","https://www.citgolubes.com/PI-SDS.do","English","http://www.docs.citgo.com/msds_pi/C10016.pdf"
"1756773286-253","https://www.citgolubes.com/PI-SDS.do","English","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=633122001_US_EN"
"1756773286-254","https://www.citgolubes.com/PI-SDS.do","Español","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=633122001_MX_ES"
"1756773286-255","https://www.citgolubes.com/PI-SDS.do","English","http://www.docs.citgo.com/msds_pi/C10160.pdf"
"1756773286-256","https://www.citgolubes.com/PI-SDS.do","English","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=633179001_US_EN"
"1756773286-257","https://www.citgolubes.com/PI-SDS.do","Español","https://apps.spheracloud.net/LoginFetch.aspx?userid=7EEpJ1QmzKUA&companyid=37NzIg6inj0A&method=FETCHSDS&searchfield=SN&searchvalue=633179001_MX_ES"
"1756773286-258","https://www.citgolubes.com/PI-SDS.do","English","http://www.docs.citgo.com/msds_pi/C12230.pdf"
